Time,Open,High,Low,Last,Change,Volume
"05/17/19 20:00",13.52,13.52,13.52,13.52,0,0
"05/17/19 19:55",13.52,13.52,13.52,13.52,0.02,215
"05/17/19 19:50",13.5,13.5,13.5,13.5,-0.02,1000
"05/17/19 18:30",13.52,13.52,13.52,13.52,0.0099999999999998,0
"05/17/19 18:05",13.51,13.51,13.51,13.51,0.0099999999999998,100
"05/17/19 18:00",13.51,13.51,13.5,13.5,-0.0101,1810
"05/17/19 17:45",13.5101,13.5101,13.5101,13.5101,0.0101,1000
"05/17/19 17:25",13.5,13.5,13.5,13.5,0,1190
"05/17/19 16:50",13.5,13.5,13.5,13.5,-0.0099999999999998,5000
"05/17/19 16:35",13.51,13.51,13.51,13.51,0,2000
"05/17/19 16:30",13.51,13.51,13.51,13.51,0,1625
"05/17/19 16:25",13.52,13.52,13.51,13.51,0,3519
"05/17/19 16:10",13.52,13.52,13.51,13.51,0,57167
"05/17/19 16:00",13.52,13.52,13.51,13.51,-0.0099999999999998,49964
"05/17/19 15:55",13.51,13.52,13.505,13.52,0.0099999999999998,418721
"05/17/19 15:50",13.5038,13.51,13.5,13.51,0,100240
"05/17/19 15:45",13.51,13.51,13.5,13.51,0.004999999999999,44692
"05/17/19 15:40",13.495,13.51,13.4921,13.505,0.015000000000001,129506
"05/17/19 15:35",13.5,13.5,13.49,13.49,-0.0097000000000005,57122
"05/17/19 15:30",13.495,13.5,13.4901,13.4997,0.0047000000000015,32243
"05/17/19 15:25",13.495,13.5,13.49,13.495,-0.004900000000001,53204
"05/17/19 15:20",13.5,13.5,13.49,13.4999,-9.9999999999767E-5,75253
"05/17/19 15:15",13.49,13.5,13.49,13.5,0.0050000000000008,39837
"05/17/19 15:10",13.5,13.5,13.49,13.495,-0.0050000000000008,40957
"05/17/19 15:05",13.5,13.5,13.49,13.5,0.0050000000000008,184516
"05/17/19 15:00",13.49,13.5,13.49,13.495,0,25487
"05/17/19 14:55",13.495,13.5,13.49,13.495,-0.0050000000000008,42987
"05/17/19 14:50",13.49,13.5,13.49,13.5,0.0099999999999998,9390
"05/17/19 14:45",13.4942,13.5,13.49,13.49,-0.0067000000000004,13035
"05/17/19 14:40",13.4999,13.4999,13.49,13.4967,-0.00019999999999953,6091
"05/17/19 14:35",13.4901,13.5,13.49,13.4969,-0.0030000000000001,29603
"05/17/19 14:30",13.495,13.5,13.49,13.4999,0.004900000000001,12070
"05/17/19 14:25",13.495,13.5,13.492,13.495,0,27904
"05/17/19 14:20",13.495,13.5,13.4931,13.495,0,10400
"05/17/19 14:15",13.5,13.5,13.49,13.495,-0.0050000000000008,18379
"05/17/19 14:10",13.5,13.5,13.49,13.5,0.0050000000000008,19591
