Time,Open,High,Low,Last,Change,Volume
"04/05/18 19:55",156.7,157,156.67,156.67,-0.030000000000001,12232
"04/05/18 19:50",156.65,156.89,156.65,156.7,0.049999999999983,2450
"04/05/18 19:45",156.65,156.74,156.6,156.65,0,7774
"04/05/18 19:40",156.84,156.84,156.6,156.65,-0.15000000000001,9124
"04/05/18 19:35",156.7,156.85,156.6,156.8,0.10000000000002,8258
"04/05/18 19:30",156.89,156.9,156.6,156.7,-0.20000000000002,9548
"04/05/18 19:25",156.9,157,156.65,156.9,-0.099999999999994,5198
"04/05/18 19:20",157.12,157.18,157,157,-0.25,8048
"04/05/18 19:15",157.2,157.5,157.13,157.25,0.050000000000011,7407
"04/05/18 19:10",157.25,157.89,157.05,157.2,-0.11000000000001,19497
"04/05/18 19:05",157.03,157.9,157.02,157.31,-0.19,8430
"04/05/18 19:00",157.5,157.55,157.02,157.5,-0.0099999999999909,8590
"04/05/18 18:55",158.37,158.37,157.51,157.51,-0.84,6891
"04/05/18 18:50",158.96,158.96,158.35,158.35,-0.65000000000001,24333
"04/05/18 18:45",159.04,159.04,159,159,-0.080000000000013,1300
"04/05/18 18:35",158.94,159.26,158.94,159.08,0,2684
"04/05/18 18:30",159.08,159.08,159.08,159.08,0.080000000000013,100
"04/05/18 18:25",158.99,159,158.99,159,0.13999999999999,200
"04/05/18 18:20",158.88,158.88,158.86,158.86,-0.0099999999999909,500
"04/05/18 18:15",159.01,159.01,158.87,158.87,-0.13,600
"04/05/18 18:05",158.86,159,158.85,159,0.050000000000011,1955
"04/05/18 18:00",158.9,158.95,158.86,158.95,0.089999999999975,2081
"04/05/18 17:55",158.9,158.9,158.86,158.86,-0.069999999999993,709
"04/05/18 17:50",158.99,158.99,158.93,158.93,0,200
"04/05/18 17:45",158.94,158.94,158.93,158.93,-0.16999999999999,740
"04/05/18 17:40",159.15,159.15,159.1,159.1,0.069999999999993,380
"04/05/18 17:35",158.91,159.09,158.91,159.03,0.12,1850
"04/05/18 17:30",158.91,158.91,158.91,158.91,-0.19,297
"04/05/18 17:25",159.09,159.1,159.09,159.1,0.030000000000001,700
"04/05/18 17:20",159.05,159.07,159.05,159.07,0.16,600
"04/05/18 17:15",158.94,159.06,158.91,158.91,-0.039999999999992,706
"04/05/18 17:10",159.01,159.04,158.95,158.95,-0.060000000000002,2320
"04/05/18 17:05",159,159.01,159,159.01,-0.11000000000001,677
"04/05/18 17:00",158.93,159.12,158.93,159.12,0.18000000000001,600
"04/05/18 16:55",159.11,159.15,158.93,158.94,-0.16,2842
"04/05/18 16:50",159.11,159.17,159.1,159.1,-0.099999999999994,550
"04/05/18 16:45",159.19,159.28,159.11,159.2,0.069999999999993,3773
"04/05/18 16:40",159.29,159.37,159.11,159.13,-0.16,2720
"04/05/18 16:35",159.2,159.3,159.11,159.29,0.069999999999993,2383
"04/05/18 16:30",159.05,159.22,159.05,159.22,0.15000000000001,500
"04/05/18 16:25",159.29,159.3,159.04,159.07,0.039999999999992,1283
"04/05/18 16:20",159.15,159.29,159.03,159.03,0.02000000000001,1436
"04/05/18 16:15",159.34,159.34,159,159.01,-0.19,948
"04/05/18 16:10",159.05,159.25,159,159.2,0.099999999999994,7109
"04/05/18 16:05",159.01,159.1,158.95,159.1,-0.24000000000001,6081
"04/05/18 16:00",159.34,159.34,159,159.34,-0.0099999999999909,1114821
"04/05/18 15:55",159.68,159.7,159.33,159.35,-0.34,884492
"04/05/18 15:50",159.83,159.9,159.5,159.69,-0.13499999999999,636721
"04/05/18 15:45",159.58,159.8615,159.55,159.825,0.24499999999998,483840
"04/05/18 15:40",159.12,159.7,159.1,159.58,0.46000000000001,371356
"04/05/18 15:35",159.4,159.4,158.995,159.12,-0.26999999999998,358956
"04/05/18 15:30",159.66,159.67,159.25,159.39,-0.24000000000001,289840
"04/05/18 15:25",159.63,159.69,159.29,159.63,0.0011000000000081,318278
"04/05/18 15:20",159.78,159.94,159.61,159.6289,-0.14110000000002,307160
"04/05/18 15:15",159.64,159.85,159.4588,159.77,0.13900000000001,292966
"04/05/18 15:10",159.7301,160.05,159.61,159.631,-0.119,683981
"04/05/18 15:05",158.9899,159.75,158.98,159.75,0.76009999999999,423378
"04/05/18 15:00",159.14,159.24,158.91,158.9899,-0.1601,271904
"04/05/18 14:55",158.9055,159.15,158.73,159.15,0.26000000000002,215475
"04/05/18 14:50",158.99,159.06,158.75,158.89,-0.11410000000001,256633
"04/05/18 14:45",158.5209,159.02,158.45,159.0041,0.46459999999999,320116
"04/05/18 14:40",158.52,158.5552,158.14,158.5395,0.019499999999994,223854
"04/05/18 14:35",158.6401,158.77,158.5,158.52,-0.13,260525
"04/05/18 14:30",158.18,158.67,158.16,158.65,0.41,233896
"04/05/18 14:25",158.21,158.3852,158.12,158.24,0.04000000000002,135156
"04/05/18 14:20",158.47,158.52,158.021,158.2,-0.26000000000002,326842
"04/05/18 14:15",157.8422,158.54,157.7789,158.46,0.59999999999999,322493
"04/05/18 14:10",157.779,158.05,157.69,157.86,0.090000000000003,155557
"04/05/18 14:05",158.05,158.0597,157.77,157.77,-0.2946,269041
"04/05/18 14:00",157.79,158.125,157.72,158.0646,0.2946,363724
"04/05/18 13:55",157.76,157.86,157.43,157.77,0.010000000000019,240522
"04/05/18 13:50",157.54,157.97,157.5,157.76,0.19999999999999,261026
"04/05/18 13:45",156.93,157.672,156.87,157.56,0.64000000000001,411956
"04/05/18 13:40",157.32,157.39,156.65,156.92,-0.41000000000003,723412
"04/05/18 13:35",158.11,158.34,157.33,157.33,-0.79499999999999,373315
"04/05/18 13:30",157.9481,158.26,157.79,158.125,0.19499999999999,400518
"04/05/18 13:25",157.88,157.99,157.62,157.93,0.010000000000019,247987
"04/05/18 13:20",158.44,158.57,157.73,157.92,-0.5498,480941
"04/05/18 13:15",158.92,158.96,158.403,158.4698,-0.46020000000001,214388
"04/05/18 13:10",159.0848,159.1,158.805,158.93,-0.16,224647
"04/05/18 13:05",159.26,159.329,159.04,159.09,-0.13999999999999,137025
"04/05/18 13:00",158.96,159.39,158.96,159.23,0.27979999999999,243645
"04/05/18 12:55",158.814,159.08,158.81,158.9502,0.15019999999998,145045
"04/05/18 12:50",158.959,159.04,158.66,158.8,-0.14009999999999,156828
"04/05/18 12:45",158.662,159.0599,158.54,158.9401,0.30510000000001,183645
