Time,Open,High,Low,Last,Change,Volume
"07/15/20 17:30",192,192,192,192,0.25,175
"07/15/20 17:15",191.75,191.75,191.75,191.75,0,100
"07/15/20 17:10",191.4999,191.75,191.4999,191.75,0.69,200
"07/15/20 17:05",191.06,191.06,191.06,191.06,-0.44,147
"07/15/20 16:55",191.5,191.5,191.4998,191.5,0,400
"07/15/20 16:50",191.51,191.51,191.49,191.5,0,670
"07/15/20 16:45",191.5,191.51,191.48,191.5,0,832
"07/15/20 16:40",192,192,191.5,191.5,-1.05,800
"07/15/20 16:30",192.55,192.55,192.55,192.55,0,4006
"07/15/20 16:25",192.55,192.55,192.55,192.55,-0.28,1000
"07/15/20 16:15",192.83,192.83,192.83,192.83,1.83,1092
"07/15/20 16:10",192.408,192.408,191,191,-1.83,1730
"07/15/20 16:00",192.83,192.83,192.83,192.83,0,95649
"07/15/20 15:55",192.39,193.16,192.39,192.83,0.48000000000002,70657
"07/15/20 15:50",192.46,192.59,191.64,192.35,-0.19,55760
"07/15/20 15:45",192.47,192.7019,192.3,192.54,0.054999999999978,24371
"07/15/20 15:40",192.36,192.75,192.18,192.485,0.085000000000008,21548
"07/15/20 15:35",192.185,192.8,192.185,192.4,0.12,20548
"07/15/20 15:30",191.97,192.65,191.92,192.28,0.28,54276
"07/15/20 15:25",191.61,192,191.38,192,0.47999999999999,45679
"07/15/20 15:20",191.83,192,191.385,191.52,-0.41499999999999,17895
"07/15/20 15:15",191.08,191.935,190.8627,191.935,0.85499999999999,29972
"07/15/20 15:10",190.8479,191.23,190.69,191.08,0.18970000000002,39480
"07/15/20 15:05",190.97,191.1,190.6574,190.8903,0.011599999999987,31065
"07/15/20 15:00",190.73,191.3634,190.71,190.8787,0.2176,100346
"07/15/20 14:55",190.19,191.05,190.19,190.6611,0.37110000000001,78578
"07/15/20 14:50",191.075,191.14,190.145,190.29,-0.78,22374
"07/15/20 14:45",191.695,191.85,190.865,191.07,-0.63,54471
"07/15/20 14:40",192,192.08,191.67,191.7,-0.29990000000001,20990
"07/15/20 14:35",192.43,192.43,191.52,191.9999,-0.56010000000001,23563
"07/15/20 14:30",192.03,192.78,192.03,192.56,0.53999999999999,23798
"07/15/20 14:25",192,192.17,191.71,192.02,0.02000000000001,21867
"07/15/20 14:20",191.865,192.09,191.68,192,0.19499999999999,49771
"07/15/20 14:15",192,192.04,191.775,191.805,-0.19499999999999,26497
"07/15/20 14:10",192.19,192.33,191.7995,192,-0.19,33445
"07/15/20 14:05",192.645,192.8699,191.85,192.19,-0.28,34765
"07/15/20 14:00",190.94,192.67,190.7,192.47,1.6,41644
"07/15/20 13:55",191.155,191.27,190.83,190.87,-0.28,27197
"07/15/20 13:50",191.19,191.27,191.07,191.15,-0.060000000000002,24494
"07/15/20 13:45",191.095,191.3,191.095,191.21,0.21000000000001,26138
"07/15/20 13:40",190.92,191.1999,190.7997,191,0.16990000000001,9742
"07/15/20 13:35",191.01,191.06,190.7201,190.8301,-0.16990000000001,19841
"07/15/20 13:30",190.99,191.08,190.8,191,-0.0049999999999955,12642
"07/15/20 13:25",190.52,191.03,190.27,191.005,0.50999999999999,11829
"07/15/20 13:20",190.71,190.88,190.44,190.495,-0.215,10203
